"id","id_produto","order_id","codigo","descricao","unidade","quantidade","valor_unitario","createdAt","updatedAt"
1710,"816208699","821748049","5462.111-37-10","Sandália Moleca Rasteira Feminina 5462.111 - 37 - Creme/Nude","PR","1.00","68.90","2024-07-19 14:26:18.642+00","2024-07-19 14:26:18.642+00"
1711,"800858501","821753568","115849","Bota Coturno Gibizinho Casual Masculino Infantil G-355  - 32 - Castor","PR","1.00","109.90","2024-07-19 14:26:19.516+00","2024-07-19 14:26:19.516+00"
1712,"806960337","821792688","ML574V2-43M","Tênis New Balance 574V2 Masculino ML574V2 - 43 - Marinho","PR","1.00","499.90","2024-07-19 14:26:20.284+00","2024-07-19 14:26:20.284+00"
1713,"807696050","821815652","118486","Bota Coturno Gibizinho Infantil Cano Alto Feminina G405 - 36 - Preto","PR","1.00","94.90","2024-07-19 14:26:21.007+00","2024-07-19 14:26:21.007+00"
1714,"819453736","821819221","43767256-37-9","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 37 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:26:21.76+00","2024-07-19 14:26:21.76+00"
1715,"807053705","821836289","W520V8-PTO-LILS-39","Tênis New Balance 520V8 Feminino W520V8 - 39 - Preto/Lilas","PA","1.00","379.90","2024-07-19 14:26:22.421+00","2024-07-19 14:26:22.421+00"
1716,"800858469","821851968","69122","Bota Gibizinho Adventure Cano Alto Masculino Infantil G-244 - 34 - Preto","PR","1.00","109.90","2024-07-19 14:26:23.092+00","2024-07-19 14:26:23.092+00"
1717,"818331156","821860347","1185.1124-34-7","Sapato Vizzano Scarpin Slingback Feminino 1185.1124 - 34 - Bege","PR","1.00","148.90","2024-07-19 14:26:23.778+00","2024-07-19 14:26:23.778+00"
1718,"802081212","821935528","43498240-MRHO-37","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 37 - Marinho","PR","1.00","198.90","2024-07-19 14:26:24.508+00","2024-07-19 14:26:24.508+00"
1719,"800181946","821937321","23268098","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 37 - Preto","PR","1.00","128.90","2024-07-19 14:26:25.18+00","2024-07-19 14:26:25.18+00"
1720,"801272340","821940707","346901-24-38","Bota Bottero Cano Baixo Salto Bloco Couro Feminina 346901 - 38 - Preto","PR","1.00","237.90","2024-07-19 14:26:25.854+00","2024-07-19 14:26:25.854+00"
1721,"807044661","821948174","101087087-15","Tênis Mizuno Cool Ride 2 Feminino 101087087 - 39 - Branco/Preto","PR","1.00","374.90","2024-07-19 14:26:26.536+00","2024-07-19 14:26:26.536+00"
1722,"816619547","821973504","101081081-41-11","Tênis Mizuno Mirai 6 Corrida Wave Masculino 101081081 - 41 - Azul Marinho","PR","1.00","498.90","2024-07-19 14:26:27.223+00","2024-07-19 14:26:27.223+00"
1723,"802081203","821977369","43498240-MRHO-35","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 35 - Marinho","PR","1.00","228.80","2024-07-19 14:26:27.889+00","2024-07-19 14:26:27.889+00"
1724,"806740467","821989615","361501-39","Bota Bottero Cano Curto Couro Feminina 361501  - 39 - Preto","PR","1.00","294.90","2024-07-19 14:26:28.583+00","2024-07-19 14:26:28.583+00"
1725,"816208696","821990211","5462.111-36-9","Sandália Moleca Rasteira Feminina 5462.111 - 36 - Creme/Nude","PR","1.00","68.90","2024-07-19 14:26:29.224+00","2024-07-19 14:26:29.224+00"
1726,"805653786","822012238","MI841-0001-40","Bota Coturno Mississipi Cano Curto MI841 - 40 - Preto","PR","1.00","178.90","2024-07-19 14:26:29.948+00","2024-07-19 14:26:29.948+00"
1727,"815125653","822032042","51J728X-36-3","Tênis Fila Recovery Feminino 51J728X - 36 - Branco/Rosa","PR","1.00","359.90","2024-07-19 14:26:30.605+00","2024-07-19 14:26:30.605+00"
1728,"797960689","822048789","5325.119-4","Bota Coturno Moleca Salto Bloco Alto Feminina 5325.119 - 37 - Preto","PR","1.00","189.90","2024-07-19 14:26:31.257+00","2024-07-19 14:26:31.257+00"
1729,"819453736","822060852","43767256-37-9","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 37 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:26:31.895+00","2024-07-19 14:26:31.895+00"
1730,"805672266","822061397","MA522-0001-37","Bota Mississipi Over Salto Bloco MA5220001 - 37 - Preto","PR","1.00","278.90","2024-07-19 14:26:32.548+00","2024-07-19 14:26:32.548+00"
1731,"800568783","822063978","23396874","Tênis Vizzano Casual Listra Strass Feminino 1339.326 - 33 - Branco/Dourado","Pr","1.00","139.90","2024-07-19 14:26:33.252+00","2024-07-19 14:26:33.252+00"
1732,"807489916","822108658","RA02390003-41-5","Tênis Rainha Iate III Masculino RA02390003  - 41 - Azul Marinho/Branco","PR","1.00","159.90","2024-07-19 14:26:33.941+00","2024-07-19 14:26:33.941+00"
1733,"806827997","822139058","43363170-PTOCH-42","Tênis Olympikus Perfect 3 Masculino 43363170  - 42 - Preto","PR","1.00","228.90","2024-07-19 14:26:34.668+00","2024-07-19 14:26:34.668+00"
1734,"800181939","822141089","23268092","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 35 - Preto","PR","1.00","134.90","2024-07-19 14:26:35.333+00","2024-07-19 14:26:35.333+00"
1735,"807069100","822205681","RA02390001-42-6","Tênis Rainha Iate III Masculino RA02390001  - 42 - Preto/Branco","PR","1.00","156.00","2024-07-19 14:26:36.04+00","2024-07-19 14:26:36.04+00"
1736,"819453739","822211155","43767256-38-10","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 38 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:26:37.241+00","2024-07-19 14:26:37.241+00"
1737,"800181963","822300156","23268116","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 36 - Bege","PR","1.00","130.85","2024-07-19 14:26:37.871+00","2024-07-19 14:26:37.871+00"
1738,"800568840","822306675","23396748","Tênis Vizzano Casual Flatform Brilho Feminino 1339.517 - 39 - Branco","PR","1.00","149.90","2024-07-19 14:26:38.559+00","2024-07-19 14:26:38.559+00"
1739,"806383778","822313278","14313300000291-41","Sapato Piccadilly Anabela Conforto Feminino 143133 - 41 - Preto","PR","1.00","144.43","2024-07-19 14:26:39.236+00","2024-07-19 14:26:39.236+00"
1740,"805653743","822332577","MI842-0001-35","Bota Coturno Mississipi Cano Baixo Feminina  MI842 - 35 - Preto","PR","1.00","163.83","2024-07-19 14:26:39.94+00","2024-07-19 14:26:39.94+00"
1741,"807489910","822356659","RA02390003-39-3","Tênis Rainha Iate III Masculino RA02390003  - 39 - Azul Marinho/Branco","PR","1.00","149.90","2024-07-19 14:26:40.644+00","2024-07-19 14:26:40.644+00"
1742,"805653754","822366368","MI842-0001-38","Bota Coturno Mississipi Cano Baixo Feminina  MI842 - 38 - Preto","PR","1.00","178.90","2024-07-19 14:26:41.323+00","2024-07-19 14:26:41.323+00"
1743,"800858431","822369616","69103","Bota Gibizinho Adventure Cano Alto Masculino Infantil G-244 - 33 - Café","PR","1.00","106.60","2024-07-19 14:26:41.948+00","2024-07-19 14:26:41.948+00"
1744,"816264290","822374035","101081081-42-5","Tênis Mizuno Mirai 6 Corrida Wave Masculino 101081081 - 42 - Cinza","PR","1.00","498.90","2024-07-19 14:26:42.628+00","2024-07-19 14:26:42.628+00"
1745,"816208706","822375388","5462.111-39-12","Sandália Moleca Rasteira Feminina 5462.111 - 39 - Creme/Nude","PR","1.00","68.90","2024-07-19 14:26:43.34+00","2024-07-19 14:26:43.34+00"
1746,"800858463","822376208","69120","Bota Gibizinho Adventure Cano Alto Masculino Infantil G-244 - 32 - Preto","PR","1.00","109.90","2024-07-19 14:26:44.082+00","2024-07-19 14:26:44.082+00"
1747,"807068475","822380732","TP00040002-29-2","Chuteira Topper Dominator 3 Jr TP00040002 - 29 - Preto","PR","1.00","155.10","2024-07-19 14:26:44.752+00","2024-07-19 14:26:44.752+00"
1748,"807069115","822387815","RA01990009-40-3","Tênis Rainha Abbey Masculino RA01990009  - 40 - Branco/Amarelo","PR","1.00","241.43","2024-07-19 14:27:01.736+00","2024-07-19 14:27:01.736+00"
1749,"806827991","822422938","43363170-PTOCH-41","Tênis Olympikus Perfect 3 Masculino 43363170  - 41 - Preto","PR","1.00","228.90","2024-07-19 14:27:02.607+00","2024-07-19 14:27:02.607+00"
1750,"807696044","822436102","118484","Bota Coturno Gibizinho Infantil Cano Alto Feminina G405 - 34 - Preto","PR","1.00","94.90","2024-07-19 14:27:03.307+00","2024-07-19 14:27:03.307+00"
1751,"800181957","822463150","23268112","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 34 - Bege","PR","1.00","128.90","2024-07-19 14:27:03.946+00","2024-07-19 14:27:03.946+00"
1752,"800181883","822501512","6262.474-35-14","Sandália Vizzano Salto Bloco Médio Feminino 6262.474  - 35 - Dourado","PR","1.00","118.90","2024-07-19 14:27:04.731+00","2024-07-19 14:27:04.731+00"
1753,"806383821","822509559","143211-PT-34","Sapato Piccadilly Anabela Conforto Casual Feminino 143211 - 34 - Preto","PR","1.00","184.50","2024-07-19 14:27:05.438+00","2024-07-19 14:27:05.438+00"
1754,"806740448","822516668","361501-36","Bota Bottero Cano Curto Couro Feminina 361501  - 36 - Preto","PR","1.00","294.90","2024-07-19 14:27:06.131+00","2024-07-19 14:27:06.131+00"
1755,"806740448","822517199","361501-36","Bota Bottero Cano Curto Couro Feminina 361501  - 36 - Preto","PR","1.00","294.90","2024-07-19 14:27:06.931+00","2024-07-19 14:27:06.931+00"
1756,"806834091","822524488","101087087-7","Tênis Mizuno Cool Ride 2 Feminino 101087087 - 40 - Preto/Rose","PR","1.00","374.90","2024-07-19 14:27:07.691+00","2024-07-19 14:27:07.691+00"
1757,"808186331","822524719","11U335X-47-20","Tênis Fila Euro Jogger Sport Masculino 11U335X - 47 - Azul Marinho/Vermelho","PA","1.00","368.50","2024-07-19 14:27:08.319+00","2024-07-19 14:27:08.319+00"
1758,"806960323","822531862","ML574V2-40M","Tênis New Balance 574V2 Masculino ML574V2 - 40 - Marinho","PR","1.00","522.73","2024-07-19 14:27:09.182+00","2024-07-19 14:27:09.182+00"
1759,"813288289","822533703","101080080F-36-2","Tênis Mizuno Dynasty 6 Wave Corrida Feminino 101080080 - 36 - Preto/Roxo","PR","1.00","468.90","2024-07-19 14:27:10.139+00","2024-07-19 14:27:10.139+00"
1760,"821804897","822534290","43498240-PRETO-35","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 35 - Preto","PR","1.00","228.80","2024-07-19 14:27:10.934+00","2024-07-19 14:27:10.934+00"
1761,"797965738","822537891","RA00010007-40","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010007 - 40 - Branco/Marinho","PR","1.00","145.40","2024-07-19 14:27:11.812+00","2024-07-19 14:27:11.812+00"
1762,"821297434","822540683","106049049-4142-7","Chinelo Unissex Mizuno Slide Enerzy 106049049 - 41/42 - Preto","PR","1.00","198.90","2024-07-19 14:27:12.748+00","2024-07-19 14:27:12.748+00"
1763,"821297434","822543011","106049049-4142-7","Chinelo Unissex Mizuno Slide Enerzy 106049049 - 41/42 - Preto","PR","1.00","198.90","2024-07-19 14:27:13.616+00","2024-07-19 14:27:13.616+00"
1764,"821297434","822545327","106049049-4142-7","Chinelo Unissex Mizuno Slide Enerzy 106049049 - 41/42 - Preto","PR","1.00","198.90","2024-07-19 14:27:14.444+00","2024-07-19 14:27:14.444+00"
1765,"821297434","822567226","106049049-4142-7","Chinelo Unissex Mizuno Slide Enerzy 106049049 - 41/42 - Preto","PR","1.00","198.90","2024-07-19 14:27:15.278+00","2024-07-19 14:27:15.278+00"
1766,"811388706","822575620","F02R00088-37-3","Tênis Fila Progress Feminino F02R00088 - 37 - Preto/Rosa","PR","1.00","348.13","2024-07-19 14:27:16.197+00","2024-07-19 14:27:16.197+00"
1767,"806827991","822575632","43363170-PTOCH-41","Tênis Olympikus Perfect 3 Masculino 43363170  - 41 - Preto","PR","1.00","228.90","2024-07-19 14:27:17.036+00","2024-07-19 14:27:17.036+00"
1768,"805672249","822596145","MI834-0001-38","Bota Mississipi Cano Curto Feminina MI83400013 - 38 - Preto","PR","1.00","158.90","2024-07-19 14:27:17.809+00","2024-07-19 14:27:17.809+00"
1769,"821804906","822602537","43498240-PRETO-37","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 37 - Preto","PR","1.00","228.80","2024-07-19 14:27:18.576+00","2024-07-19 14:27:18.576+00"
1770,"800181872","822602994","6262.474-39-12","Sandália Vizzano Salto Bloco Médio Feminino 6262.474  - 39 - Ouro Rosado","PR","1.00","115.33","2024-07-19 14:27:19.287+00","2024-07-19 14:27:19.287+00"
1771,"800858564","822614914","122398","Tênis Gibizinho Calce Fácil Sem Cadarço Infantil G359 - 35 - Marinho/Laranja","PR","1.00","99.90","2024-07-19 14:27:20.017+00","2024-07-19 14:27:20.017+00"
1772,"800799772","822617424","G-230-17","Tênis Gibizinho Escolar Elástico Sem Cadarço Infantil G-230 - 35 - Marinho/Laranja","PR","1.00","109.90","2024-07-19 14:27:20.755+00","2024-07-19 14:27:20.755+00"
1773,"816619541","822623143","101081081-39-9","Tênis Mizuno Mirai 6 Corrida Wave Masculino 101081081 - 39 - Azul Marinho","PR","1.00","498.90","2024-07-19 14:27:21.456+00","2024-07-19 14:27:21.456+00"
1774,"805653747","822633183","MI842-0001-36","Bota Coturno Mississipi Cano Baixo Feminina  MI842 - 36 - Preto","PR","1.00","177.00","2024-07-19 14:27:22.168+00","2024-07-19 14:27:22.168+00"
1775,"819453733","822633745","43767256-36-8","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 36 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:27:22.836+00","2024-07-19 14:27:22.836+00"
1776,"805653747","822634660","MI842-0001-36","Bota Coturno Mississipi Cano Baixo Feminina  MI842 - 36 - Preto","PR","1.00","177.00","2024-07-19 14:27:23.503+00","2024-07-19 14:27:23.503+00"
1777,"806842921","822667643","43766942-29-2","Tênis Olympikus Maneiro Kids 43766942 - 29 - Marinho","PR","1.00","199.90","2024-07-19 14:27:24.179+00","2024-07-19 14:27:24.179+00"
1778,"816617913","822670994","43359278-41-6","Tênis Olympikus Estilo 2 43359278 - 41 - Verde/Preto","PR","1.00","199.80","2024-07-19 14:27:24.872+00","2024-07-19 14:27:24.872+00"
1779,"800181855","822681041","6262.474-36-9","Sandália Vizzano Salto Bloco Médio Feminino 6262.474  - 36 - Ouro Rosado","PR","1.00","115.33","2024-07-19 14:27:25.571+00","2024-07-19 14:27:25.571+00"
1780,"806827997","822684417","43363170-PTOCH-42","Tênis Olympikus Perfect 3 Masculino 43363170  - 42 - Preto","PR","1.00","228.90","2024-07-19 14:27:26.251+00","2024-07-19 14:27:26.251+00"
1781,"805672271","822685605","MA522-0001-38","Bota Mississipi Over Salto Bloco MA5220001 - 38 - Preto","PR","1.00","278.90","2024-07-19 14:27:26.94+00","2024-07-19 14:27:26.94+00"
1782,"801416435","822721018","346903-9-37","Bota Bottero Cano Longo Couro Feminina 346903 - 37 - Preto","PR","1.00","392.60","2024-07-19 14:27:27.649+00","2024-07-19 14:27:27.649+00"
1783,"807068430","822817536","TP00030004-38-2","Chuteira Futsal Topper Dominator 3 Adulto TP00030004 - 38 - Preto","PR","1.00","178.90","2024-07-19 14:27:28.351+00","2024-07-19 14:27:28.351+00"
1784,"807068515","822856890","TP00040002-36-9","Chuteira Topper Dominator 3 Jr TP00040002 - 36 - Preto","PR","1.00","149.90","2024-07-19 14:27:28.996+00","2024-07-19 14:27:28.996+00"
1785,"820320566","822876622","346907-37-4","Bota Bottero Cano Médio Salto Bloco Couro Feminina 346907  - 37 - Marrom","PR","1.00","290.90","2024-07-19 14:27:29.665+00","2024-07-19 14:27:29.665+00"
1786,"807069088","822887932","RA02390001-38-1","Tênis Rainha Iate III Masculino RA02390001  - 38 - Preto/Branco","PR","1.00","153.10","2024-07-19 14:27:30.342+00","2024-07-19 14:27:30.342+00"
1787,"800858418","822940456","69100","Bota Gibizinho Adventure Cano Alto Masculino Infantil G-244 - 29 - Café","PR","1.00","109.90","2024-07-19 14:27:31.006+00","2024-07-19 14:27:31.006+00"
1788,"816264281","822965354","101081081-39-2","Tênis Mizuno Mirai 6 Corrida Wave Masculino 101081081 - 39 - Cinza","PR","1.00","498.90","2024-07-19 14:27:31.68+00","2024-07-19 14:27:31.68+00"
1789,"800181966","822969102","23268120","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 37 - Bege","PR","1.00","130.85","2024-07-19 14:27:32.388+00","2024-07-19 14:27:32.388+00"
1790,"801416452","822985247","346903-14-36","Bota Bottero Cano Longo Couro Feminina 346903 - 36 - Marrom","PR","1.00","399.90","2024-07-19 14:27:33.063+00","2024-07-19 14:27:33.063+00"
1791,"819453739","822991856","43767256-38-10","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 38 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:27:33.732+00","2024-07-19 14:27:33.732+00"
1792,"821297437","823035272","106049049-4344-8","Chinelo Unissex Mizuno Slide Enerzy 106049049 - 43/44 - Preto","PR","1.00","199.90","2024-07-19 14:27:34.376+00","2024-07-19 14:27:34.376+00"
1793,"802081218","823073836","43498240-MRHO-39","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 39 - Marinho","PR","1.00","228.80","2024-07-19 14:27:35.021+00","2024-07-19 14:27:35.021+00"
1794,"806960320","823075088","ML574V2-39M","Tênis New Balance 574V2 Masculino ML574V2 - 39 - Marinho","PR","1.00","522.73","2024-07-19 14:27:35.719+00","2024-07-19 14:27:35.719+00"
1795,"806960320","823075092","ML574V2-39M","Tênis New Balance 574V2 Masculino ML574V2 - 39 - Marinho","PR","1.00","522.73","2024-07-19 14:27:36.415+00","2024-07-19 14:27:36.415+00"
1796,"820149494","823111203","5462.111-34-13","Sandália Moleca Rasteira Feminina 5462.111 - 34 - Branco","PR","1.00","62.01","2024-07-19 14:27:37.095+00","2024-07-19 14:27:37.095+00"
1797,"807011280","823117175","TP04960001-32-3","Chuteira Society Topper Slick V Infantil TP04960001 - 32 - Dourado/Preto","PR","1.00","155.10","2024-07-19 14:27:37.746+00","2024-07-19 14:27:37.746+00"
1798,"800858475","823119887","69123","Bota Gibizinho Adventure Cano Alto Masculino Infantil G-244 - 35 - Preto","PR","1.00","109.90","2024-07-19 14:27:38.479+00","2024-07-19 14:27:38.479+00"
1799,"819453733","823121851","43767256-36-8","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 36 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:27:39.139+00","2024-07-19 14:27:39.139+00"
1800,"806383826","823122557","143211-PT-35","Sapato Piccadilly Anabela Conforto Casual Feminino 143211 - 35 - Preto","PR","1.00","178.97","2024-07-19 14:27:39.817+00","2024-07-19 14:27:39.817+00"
1801,"800568820","823124498","23396738","Tênis Vizzano Casual Flatform Brilho Feminino 1339.517 - 36 - Branco","PR","1.00","149.90","2024-07-19 14:27:40.496+00","2024-07-19 14:27:40.496+00"
1802,"800568820","823124754","23396738","Tênis Vizzano Casual Flatform Brilho Feminino 1339.517 - 36 - Branco","PR","1.00","149.90","2024-07-19 14:27:41.148+00","2024-07-19 14:27:41.148+00"
1803,"800181951","823126041","23268102","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 38 - Preto","PR","1.00","128.90","2024-07-19 14:27:41.803+00","2024-07-19 14:27:41.803+00"
1804,"814319123","823127116","U01FB042-40-2","Chuteira Futsal Umbro Pro 5 Bump Club Masculino U01FB042 - 40 - Preto/Prata","PR","1.00","389.90","2024-07-19 14:27:42.499+00","2024-07-19 14:27:42.499+00"
1805,"800181939","823130566","23268092","Sandália Papete Vizzano Calce Fácil Brilho Feminina 6499.103 - 35 - Preto","PR","1.00","130.85","2024-07-19 14:27:43.144+00","2024-07-19 14:27:43.144+00"
1806,"797954086","823130588","189538-6","Tênis Rainha VL 2500 Futsal Masculino Adulto RA00010006 - 42 - Preto/Cinza","PR","1.00","149.90","2024-07-19 14:27:43.808+00","2024-07-19 14:27:43.808+00"
1807,"819453736","823132012","43767256-37-9","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 37 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:27:44.466+00","2024-07-19 14:27:44.466+00"
1808,"818465216","823137884","11J728X-38-9","Tênis Fila Recovery Masculino 11J728X - 38 - Prata/Azul Marinho","PR","1.00","349.90","2024-07-19 14:28:02.172+00","2024-07-19 14:28:02.172+00"
1809,"821804894","823139477","43498240-MRHO-41","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 41 - Marinho","PR","1.00","228.80","2024-07-19 14:28:02.849+00","2024-07-19 14:28:02.849+00"
1810,"814319123","823139556","U01FB042-40-2","Chuteira Futsal Umbro Pro 5 Bump Club Masculino U01FB042 - 40 - Preto/Prata","PR","1.00","389.90","2024-07-19 14:28:03.498+00","2024-07-19 14:28:03.498+00"
1811,"820149503","823143347","5462.111-37-16","Sandália Moleca Rasteira Feminina 5462.111 - 37 - Branco","PR","1.00","68.90","2024-07-19 14:28:04.242+00","2024-07-19 14:28:04.242+00"
1812,"806855491","823146145","101088088-37-28","Tênis Mizuno  Space 4 Unissex 101088088 - 37 - Bege","PR","1.00","328.90","2024-07-19 14:28:04.877+00","2024-07-19 14:28:04.877+00"
1813,"807069103","823213701","RA02390001-43-7","Tênis Rainha Iate III Masculino RA02390001  - 43 - Preto/Branco","PR","1.00","157.90","2024-07-19 14:28:05.541+00","2024-07-19 14:28:05.541+00"
1814,"801416452","823217291","346903-14-36","Bota Bottero Cano Longo Couro Feminina 346903 - 36 - Marrom","PR","1.00","399.90","2024-07-19 14:28:06.174+00","2024-07-19 14:28:06.174+00"
1815,"820618753","823233210","106049049-3940-2","Chinelo Unissex Mizuno Slide Enerzy 106049049 - 39/40 - Preto/Preto","PR","1.00","199.90","2024-07-19 14:28:06.949+00","2024-07-19 14:28:06.949+00"
1816,"819453714","823243025","43767256-36-2","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 36 - Preto","PR","1.00","187.90","2024-07-19 14:28:07.837+00","2024-07-19 14:28:07.837+00"
1817,"807053676","823255996","W520V8-PTO-LILS-36","Tênis New Balance 520V8 Feminino W520V8 - 36 - Preto/Lilas","PA","1.00","379.90","2024-07-19 14:28:08.529+00","2024-07-19 14:28:08.529+00"
1818,"806960309","823294219","ML574V2-43","Tênis New Balance 574V2 Masculino ML574V2 - 43 - Preto","PR","1.00","548.90","2024-07-19 14:28:09.419+00","2024-07-19 14:28:09.419+00"
1819,"800493773","823302788","23721372","Sandália Vizzano Salto Bloco Médio Feminina 6291.900 - 37 - Dourado","PR","1.00","114.90","2024-07-19 14:28:10.105+00","2024-07-19 14:28:10.105+00"
1820,"801401842","823304366","F01L039-2","Tênis Fila Classic Runner Sl Masculino F01L039 - 40 - Preto/Cinza","PR","1.00","289.90","2024-07-19 14:28:10.891+00","2024-07-19 14:28:10.891+00"
1821,"821804906","823305750","43498240-PRETO-37","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 37 - Preto","PR","1.00","223.54","2024-07-19 14:28:11.527+00","2024-07-19 14:28:11.527+00"
1822,"806848758","823316939","1151967-36","Tênis Fila Recovery Feminino 51J728X - 36 - Preto/Rosa","PR","1.00","349.90","2024-07-19 14:28:12.166+00","2024-07-19 14:28:12.166+00"
1823,"807069106","823317863","RA02390001-44-8","Tênis Rainha Iate III Masculino RA02390001  - 44 - Preto/Branco","PR","1.00","157.90","2024-07-19 14:28:12.971+00","2024-07-19 14:28:12.971+00"
1824,"801416440","823319356","346903-9-38","Bota Bottero Cano Longo Couro Feminina 346903 - 38 - Preto","PR","1.00","399.90","2024-07-19 14:28:13.629+00","2024-07-19 14:28:13.629+00"
1825,"808186303","823325661","11U335X-40-14","Tênis Fila Euro Jogger Sport Masculino 11U335X - 40 - Azul Marinho/Vermelho","PA","1.00","369.90","2024-07-19 14:28:14.325+00","2024-07-19 14:28:14.325+00"
1826,"806827997","823327582","43363170-PTOCH-42","Tênis Olympikus Perfect 3 Masculino 43363170  - 42 - Preto","PR","1.00","228.90","2024-07-19 14:28:14.996+00","2024-07-19 14:28:14.996+00"
1827,"816208696","823333396","5462.111-36-9","Sandália Moleca Rasteira Feminina 5462.111 - 36 - Creme/Nude","PR","1.00","68.90","2024-07-19 14:28:15.85+00","2024-07-19 14:28:15.85+00"
1828,"816619541","823335420","101081081-39-9","Tênis Mizuno Mirai 6 Corrida Wave Masculino 101081081 - 39 - Azul Marinho","PR","1.00","498.90","2024-07-19 14:28:16.621+00","2024-07-19 14:28:16.621+00"
1829,"811281011","823343818","43227277-36-3","Tênis Olympikus Atena Feminino 43227277 - 36 - Azul Marinho","PR","1.00","223.00","2024-07-19 14:28:17.325+00","2024-07-19 14:28:17.325+00"
1830,"802081212","823361908","43498240-MRHO-37","Tênis Olympikus Ultraleve 156g Slip on Feminino 43498240 - 37 - Marinho","PR","1.00","228.80","2024-07-19 14:28:18.002+00","2024-07-19 14:28:18.002+00"
1831,"820618759","823410384","106049049-4344-4","Chinelo Unissex Mizuno Slide Enerzy 106049049 - 43/44 - Preto/Preto","PR","1.00","199.90","2024-07-19 14:28:18.713+00","2024-07-19 14:28:18.713+00"
1832,"807489878","823411478","RA02380005-39-3","Tênis Rainha Mont Car IV RA02380005 - 39 - Preto/Preto","PR","1.00","149.80","2024-07-19 14:28:19.433+00","2024-07-19 14:28:19.433+00"
1833,"806960289","823508037","ML574V2-40","Tênis New Balance 574V2 Masculino ML574V2 - 40 - Preto","PR","1.00","548.90","2024-07-19 14:28:20.093+00","2024-07-19 14:28:20.093+00"
1834,"800941943","823524378","346907-02-34","Bota Bottero Cano Médio Salto Bloco Couro Feminina 346907  - 34 - Preto","PR","1.00","289.90","2024-07-19 14:28:20.788+00","2024-07-19 14:28:20.788+00"
1835,"816208706","823581836","5462.111-39-12","Sandália Moleca Rasteira Feminina 5462.111 - 39 - Creme/Nude","PR","1.00","62.01","2024-07-19 14:28:21.497+00","2024-07-19 14:28:21.497+00"
1836,"816208699","823583195","5462.111-37-10","Sandália Moleca Rasteira Feminina 5462.111 - 37 - Creme/Nude","PR","1.00","68.90","2024-07-19 14:28:22.175+00","2024-07-19 14:28:22.175+00"
1837,"807695991","823588343","B104-24-2","Bota Coturno Gibizinho Casual Infantil Masculina Cano Alto B104 - 24 - Marrom Claro","PR","1.00","76.53","2024-07-19 14:28:22.905+00","2024-07-19 14:28:22.905+00"
1838,"816208696","823588527","5462.111-36-9","Sandália Moleca Rasteira Feminina 5462.111 - 36 - Creme/Nude","PR","1.00","68.90","2024-07-19 14:28:23.629+00","2024-07-19 14:28:23.629+00"
1839,"806960297","823591152","ML574V2-41","Tênis New Balance 574V2 Masculino ML574V2 - 41 - Preto","PR","1.00","548.90","2024-07-19 14:28:24.289+00","2024-07-19 14:28:24.289+00"
1840,"807069122","823594229","RA01990009-42-5","Tênis Rainha Abbey Masculino RA01990009  - 42 - Branco/Amarelo","PR","1.00","241.43","2024-07-19 14:28:24.964+00","2024-07-19 14:28:24.964+00"
1841,"819453739","823605176","43767256-38-10","Tênis Olympikus Alfa 2 Esportivo Feminino 43767256 - 38 - Preto/Rosa","PR","1.00","168.90","2024-07-19 14:28:25.681+00","2024-07-19 14:28:25.681+00"
1842,"807053692","823605965","W520V8-PTO-LILS-38","Tênis New Balance 520V8 Feminino W520V8 - 38 - Preto/Lilas","PA","1.00","378.90","2024-07-19 14:28:26.373+00","2024-07-19 14:28:26.373+00"
